id,category,value
1428,家電,635.0
1429,食品,636.25
1430,飲料,637.5
1431,日用品,638.75
1432,家電,640.0
1433,食品,641.25
1434,飲料,642.5
1435,日用品,643.75
1436,家電,645.0
1437,食品,646.25
1438,飲料,647.5
1439,日用品,648.75
1440,家電,650.0
1441,食品,651.25
1442,飲料,652.5
1443,日用品,653.75
1444,家電,655.0
1445,食品,656.25
1446,飲料,657.5
1447,日用品,658.75
1448,家電,660.0
1449,食品,661.25
1450,飲料,662.5
1451,日用品,663.75
1452,家電,665.0
1453,食品,666.25
1454,飲料,667.5
1455,日用品,668.75
1456,家電,670.0
1457,食品,671.25
1458,飲料,672.5
1459,日用品,673.75
1460,家電,675.0
1461,食品,676.25
1462,飲料,677.5
1463,日用品,678.75
1464,家電,680.0
1465,食品,681.25
1466,飲料,682.5
1467,日用品,683.75
1468,家電,685.0
1469,食品,686.25
1470,飲料,687.5
1471,日用品,688.75
1472,家電,690.0
1473,食品,691.25
1474,飲料,692.5
1475,日用品,693.75
1476,家電,695.0
1477,食品,696.25
1478,飲料,697.5
1479,日用品,698.75
1480,家電,700.0
1481,食品,701.25
1482,飲料,702.5
1483,日用品,703.75
1484,家電,705.0
1485,食品,706.25
1486,飲料,707.5
1487,日用品,708.75
1488,家電,710.0
1489,食品,711.25
1490,飲料,712.5
1491,日用品,713.75
1492,家電,715.0
1493,食品,716.25
1494,飲料,717.5
1495,日用品,718.75
1496,家電,720.0
1497,食品,721.25
1498,飲料,722.5
1499,日用品,723.75
1500,家電,100.0
1501,食品,101.25
1502,飲料,102.5
1503,日用品,103.75
1504,家電,105.0
1505,食品,106.25
1506,飲料,107.5
1507,日用品,108.75
1508,家電,110.0
1509,食品,111.25
1510,飲料,112.5
1511,日用品,113.75
1512,家電,115.0
1513,食品,116.25
1514,飲料,117.5
1515,日用品,118.75
1516,家電,120.0
1517,食品,121.25
1518,飲料,122.5
1519,日用品,123.75
1520,家電,125.0
1521,食品,126.25
1522,飲料,127.5
1523,日用品,128.75
1524,家電,130.0
1525,食品,131.25
1526,飲料,132.5
1527,日用品,133.75
1528,家電,135.0
1529,食品,136.25
1530,飲料,137.5
1531,日用品,138.75
1532,家電,140.0
1533,食品,141.25
1534,飲料,142.5
1535,日用品,143.75
1536,家電,145.0
1537,食品,146.25
1538,飲料,147.5
1539,日用品,148.75
1540,家電,150.0
1541,食品,151.25
1542,飲料,152.5
1543,日用品,153.75
1544,家電,155.0
1545,食品,156.25
1546,飲料,157.5
1547,日用品,158.75
1548,家電,160.0
1549,食品,161.25
1550,飲料,162.5
1551,日用品,163.75
1552,家電,165.0
1553,食品,166.25
1554,飲料,167.5
1555,日用品,168.75
1556,家電,170.0
1557,食品,171.25
1558,飲料,172.5
1559,日用品,173.75
1560,家電,175.0
1561,食品,176.25
1562,飲料,177.5
1563,日用品,178.75
1564,家電,180.0
1565,食品,181.25
1566,飲料,182.5
1567,日用品,183.75
1568,家電,185.0
1569,食品,186.25
1570,飲料,187.5
1571,日用品,188.75
1572,家電,190.0
1573,食品,191.25
1574,飲料,192.5
1575,日用品,193.75
1576,家電,195.0
1577,食品,196.25
1578,飲料,197.5
1579,日用品,198.75
1580,家電,200.0
1581,食品,201.25
1582,飲料,202.5
1583,日用品,203.75
1584,家電,205.0
1585,食品,206.25
1586,飲料,207.5
1587,日用品,208.75
1588,家電,210.0
1589,食品,211.25
1590,飲料,212.5
1591,日用品,213.75
1592,家電,215.0
1593,食品,216.25
1594,飲料,217.5
1595,日用品,218.75
1596,家電,220.0
1597,食品,221.25
1598,飲料,222.5
1599,日用品,223.75
1600,家電,225.0
1601,食品,226.25
1602,飲料,227.5
1603,日用品,228.75
1604,家電,230.0
1605,食品,231.25
1606,飲料,232.5
1607,日用品,233.75
1608,家電,235.0
1609,食品,236.25
1610,飲料,237.5
1611,日用品,238.75
1612,家電,240.0
1613,食品,241.25
1614,飲料,242.5
1615,日用品,243.75
1616,家電,245.0
1617,食品,246.25
1618,飲料,247.5
1619,日用品,248.75
1620,家電,250.0
1621,食品,251.25
1622,飲料,252.5
1623,日用品,253.75
1624,家電,255.0
1625,食品,256.25
1626,飲料,257.5
1627,日用品,258.75
1628,家電,260.0
1629,食品,261.25
1630,飲料,262.5
1631,日用品,263.75
1632,家電,265.0
1633,食品,266.25
1634,飲料,267.5
1635,日用品,268.75
1636,家電,270.0
1637,食品,271.25
1638,飲料,272.5
1639,日用品,273.75
1640,家電,275.0
1641,食品,276.25
1642,飲料,277.5
1643,日用品,278.75
1644,家電,280.0
1645,食品,281.25
1646,飲料,282.5
1647,日用品,283.75
1648,家電,285.0
1649,食品,286.25
1650,飲料,287.5
1651,日用品,288.75
1652,家電,290.0
1653,食品,291.25
1654,飲料,292.5
1655,日用品,293.75
1656,家電,295.0
1657,食品,296.25
1658,飲料,297.5
1659,日用品,298.75
1660,家電,300.0
1661,食品,301.25
1662,飲料,302.5
1663,日用品,303.75
1664,家電,305.0
1665,食品,306.25
1666,飲料,307.5
1667,日用品,308.75
1668,家電,310.0
1669,食品,311.25
1670,飲料,312.5
1671,日用品,313.75
1672,家電,315.0
1673,食品,316.25
1674,飲料,317.5
1675,日用品,318.75
1676,家電,320.0
1677,食品,321.25
1678,飲料,322.5
1679,日用品,323.75
1680,家電,325.0
1681,食品,326.25
1682,飲料,327.5
1683,日用品,328.75
1684,家電,330.0
1685,食品,331.25
1686,飲料,332.5
1687,日用品,333.75
1688,家電,335.0
1689,食品,336.25
1690,飲料,337.5
1691,日用品,338.75
1692,家電,340.0
1693,食品,341.25
1694,飲料,342.5
1695,日用品,343.75
1696,家電,345.0
1697,食品,346.25
1698,飲料,347.5
1699,日用品,348.75
1700,家電,350.0
1701,食品,351.25
1702,飲料,352.5
1703,日用品,353.75
1704,家電,355.0
1705,食品,356.25
1706,飲料,357.5
1707,日用品,358.75
1708,家電,360.0
1709,食品,361.25
1710,飲料,362.5
1711,日用品,363.75
1712,家電,365.0
1713,食品,366.25
1714,飲料,367.5
1715,日用品,368.75
1716,家電,370.0
1717,食品,371.25
1718,飲料,372.5
1719,日用品,373.75
1720,家電,375.0
1721,食品,376.25
1722,飲料,377.5
1723,日用品,378.75
1724,家電,380.0
1725,食品,381.25
1726,飲料,382.5
1727,日用品,383.75
1728,家電,385.0
1729,食品,386.25
1730,飲料,387.5
1731,日用品,388.75
1732,家電,390.0
1733,食品,391.25
1734,飲料,392.5
1735,日用品,393.75
1736,家電,395.0
1737,食品,396.25
1738,飲料,397.5
1739,日用品,398.75
1740,家電,400.0
1741,食品,401.25
1742,飲料,402.5
1743,日用品,403.75
1744,家電,405.0
1745,食品,406.25
1746,飲料,407.5
1747,日用品,408.75
1748,家電,410.0
1749,食品,411.25
1750,飲料,412.5
1751,日用品,413.75
1752,家電,415.0
1753,食品,416.25
1754,飲料,417.5
1755,日用品,418.75
1756,家電,420.0
1757,食品,421.25
1758,飲料,422.5
1759,日用品,423.75
1760,家電,425.0
1761,食品,426.25
1762,飲料,427.5
1763,日用品,428.75
1764,家電,430.0
1765,食品,431.25
1766,飲料,432.5
1767,日用品,433.75
1768,家電,435.0
1769,食品,436.25
1770,飲料,437.5
1771,日用品,438.75
1772,家電,440.0
1773,食品,441.25
1774,飲料,442.5
1775,日用品,443.75
1776,家電,445.0
1777,食品,446.25
1778,飲料,447.5
1779,日用品,448.75
1780,家電,450.0
1781,食品,451.25
1782,飲料,452.5
1783,日用品,453.75
1784,家電,455.0
1785,食品,456.25
1786,飲料,457.5
1787,日用品,458.75
1788,家電,460.0
1789,食品,461.25
1790,飲料,462.5
1791,日用品,463.75
1792,家電,465.0
1793,食品,466.25
1794,飲料,467.5
1795,日用品,468.75
1796,家電,470.0
1797,食品,471.25
1798,飲料,472.5
1799,日用品,473.75
1800,家電,475.0
1801,食品,476.25
1802,飲料,477.5
1803,日用品,478.75
1804,家電,480.0
1805,食品,481.25
1806,飲料,482.5
1807,日用品,483.75
1808,家電,485.0
1809,食品,486.25
1810,飲料,487.5
1811,日用品,488.75
1812,家電,490.0
1813,食品,491.25
1814,飲料,492.5
1815,日用品,493.75
1816,家電,495.0
1817,食品,496.25
1818,飲料,497.5
1819,日用品,498.75
1820,家電,500.0
1821,食品,501.25
1822,飲料,502.5
1823,日用品,503.75
1824,家電,505.0
1825,食品,506.25
1826,飲料,507.5
1827,日用品,508.75
1828,家電,510.0
1829,食品,511.25
1830,飲料,512.5
1831,日用品,513.75
1832,家電,515.0
1833,食品,516.25
1834,飲料,517.5
1835,日用品,518.75
1836,家電,520.0
1837,食品,521.25
1838,飲料,522.5
1839,日用品,523.75
1840,家電,525.0
1841,食品,526.25
1842,飲料,527.5
1843,日用品,528.75
1844,家電,530.0
1845,食品,531.25
1846,飲料,532.5
1847,日用品,533.75
1848,家電,535.0
1849,食品,536.25
1850,飲料,537.5
1851,日用品,538.75
1852,家電,540.0
1853,食品,541.25
1854,飲料,542.5
1855,日用品,543.75
1856,家電,545.0
1857,食品,546.25
1858,飲料,547.5
1859,日用品,548.75
1860,家電,550.0
1861,食品,551.25
1862,飲料,552.5
1863,日用品,553.75
1864,家電,555.0
1865,食品,556.25
1866,飲料,557.5
1867,日用品,558.75
1868,家電,560.0
1869,食品,561.25
1870,飲料,562.5
1871,日用品,563.75
1872,家電,565.0
1873,食品,566.25
1874,飲料,567.5
1875,日用品,568.75
1876,家電,570.0
1877,食品,571.25
1878,飲料,572.5
1879,日用品,573.75
1880,家電,575.0
1881,食品,576.25
1882,飲料,577.5
1883,日用品,578.75
1884,家電,580.0
1885,食品,581.25
1886,飲料,582.5
1887,日用品,583.75
1888,家電,585.0
1889,食品,586.25
1890,飲料,587.5
1891,日用品,588.75
1892,家電,590.0
1893,食品,591.25
1894,飲料,592.5
1895,日用品,593.75
1896,家電,595.0
1897,食品,596.25
1898,飲料,597.5
1899,日用品,598.75
1900,家電,600.0
1901,食品,601.25
1902,飲料,602.5
1903,日用品,603.75
1904,家電,605.0
1905,食品,606.25
1906,飲料,607.5
1907,日用品,608.75
1908,家電,610.0
1909,食品,611.25
1910,飲料,612.5
1911,日用品,613.75
1912,家電,615.0
1913,食品,616.25
1914,飲料,617.5
1915,日用品,618.75
1916,家電,620.0
1917,食品,621.25
1918,飲料,622.5
1919,日用品,623.75
1920,家電,625.0
1921,食品,626.25
1922,飲料,627.5
1923,日用品,628.75
1924,家電,630.0
1925,食品,631.25
1926,飲料,632.5
1927,日用品,633.75
1928,家電,635.0
1929,食品,636.25
1930,飲料,637.5
1931,日用品,638.75
1932,家電,640.0
1933,食品,641.25
1934,飲料,642.5
1935,日用品,643.75
1936,家電,645.0
1937,食品,646.25
1938,飲料,647.5
1939,日用品,648.75
1940,家電,650.0
1941,食品,651.25
1942,飲料,652.5
1943,日用品,653.75
1944,家電,655.0
1945,食品,656.25
1946,飲料,657.5
1947,日用品,658.75
1948,家電,660.0
1949,食品,661.25
1950,飲料,662.5
1951,日用品,663.75
1952,家電,665.0
1953,食品,666.25
1954,飲料,667.5
1955,日用品,668.75
1956,家電,670.0
1957,食品,671.25
1958,飲料,672.5
1959,日用品,673.75
1960,家電,675.0
1961,食品,676.25
1962,飲料,677.5
1963,日用品,678.75
1964,家電,680.0
1965,食品,681.25
1966,飲料,682.5
1967,日用品,683.75
1968,家電,685.0
1969,食品,686.25
1970,飲料,687.5
1971,日用品,688.75
1972,家電,690.0
1973,食品,691.25
1974,飲料,692.5
1975,日用品,693.75
1976,家電,695.0
1977,食品,696.25
1978,飲料,697.5
1979,日用品,698.75
1980,家電,700.0
1981,食品,701.25
1982,飲料,702.5
1983,日用品,703.75
1984,家電,705.0
1985,食品,706.25
1986,飲料,707.5
1987,日用品,708.75
1988,家電,710.0
1989,食品,711.25
1990,飲料,712.5
1991,日用品,713.75
1992,家電,715.0
1993,食品,716.25
1994,飲料,717.5
1995,日用品,718.75
1996,家電,720.0
1997,食品,721.25
1998,飲料,722.5
1999,日用品,723.75
2000,家電,100.0
2001,食品,101.25
2002,飲料,102.5
2003,日用品,103.75
2004,家電,105.0
2005,食品,106.25
2006,飲料,107.5
2007,日用品,108.75
2008,家電,110.0
2009,食品,111.25
2010,飲料,112.5
2011,日用品,113.75
2012,家電,115.0
2013,食品,116.25
2014,飲料,117.5
2015,日用品,118.75
2016,家電,120.0
2017,食品,121.25
2018,飲料,122.5
2019,日用品,123.75
2020,家電,125.0
2021,食品,126.25
2022,飲料,127.5
2023,日用品,128.75
2024,家電,130.0
2025,食品,131.25
2026,飲料,132.5
2027,日用品,133.75
2028,家電,135.0
2029,食品,136.25
2030,飲料,137.5
2031,日用品,138.75
2032,家電,140.0
2033,食品,141.25
2034,飲料,142.5
2035,日用品,143.75
2036,家電,145.0
2037,食品,146.25
2038,飲料,147.5
2039,日用品,148.75
2040,家電,150.0
2041,食品,151.25
2042,飲料,152.5
2043,日用品,153.75
2044,家電,155.0
2045,食品,156.25
2046,飲料,157.5
2047,日用品,158.75
2048,家電,160.0
2049,食品,161.25
2050,飲料,162.5
2051,日用品,163.75
2052,家電,165.0
2053,食品,166.25
2054,飲料,167.5
2055,日用品,168.75
2056,家電,170.0
2057,食品,171.25
2058,飲料,172.5
2059,日用品,173.75
2060,家電,175.0
2061,食品,176.25
2062,飲料,177.5
2063,日用品,178.75
2064,家電,180.0
2065,食品,181.25
2066,飲料,182.5
2067,日用品,183.75
2068,家電,185.0
2069,食品,186.25
2070,飲料,187.5
2071,日用品,188.75
2072,家電,190.0
2073,食品,191.25
2074,飲料,192.5
2075,日用品,193.75
2076,家電,195.0
2077,食品,196.25
2078,飲料,197.5
2079,日用品,198.75
2080,家電,200.0
2081,食品,201.25
2082,飲料,202.5
2083,日用品,203.75
2084,家電,205.0
2085,食品,206.25
2086,飲料,207.5
2087,日用品,208.75
2088,家電,210.0
2089,食品,211.25
2090,飲料,212.5
2091,日用品,213.75
2092,家電,215.0
2093,食品,216.25
2094,飲料,217.5
2095,日用品,218.75
2096,家電,220.0
2097,食品,221.25
2098,飲料,222.5
2099,日用品,223.75
2100,家電,225.0
2101,食品,226.25
2102,飲料,227.5
2103,日用品,228.75
2104,家電,230.0
2105,食品,231.25
2106,飲料,232.5
2107,日用品,233.75
2108,家電,235.0
2109,食品,236.25
2110,飲料,237.5
2111,日用品,238.75
2112,家電,240.0
2113,食品,241.25
2114,飲料,242.5
2115,日用品,243.75
2116,家電,245.0
2117,食品,246.25
2118,飲料,247.5
2119,日用品,248.75
2120,家電,250.0
2121,食品,251.25
2122,飲料,252.5
2123,日用品,253.75
2124,家電,255.0
2125,食品,256.25
2126,飲料,257.5
2127,日用品,258.75
2128,家電,260.0
2129,食品,261.25
2130,飲料,262.5
2131,日用品,263.75
2132,家電,265.0
2133,食品,266.25
2134,飲料,267.5
2135,日用品,268.75
2136,家電,270.0
2137,食品,271.25
2138,飲料,272.5
2139,日用品,273.75
2140,家電,275.0
2141,食品,276.25
2142,飲料,277.5
2143,日用品,278.75
2144,家電,280.0
2145,食品,281.25
2146,飲料,282.5
2147,日用品,283.75
2148,家電,285.0
2149,食品,286.25
2150,飲料,287.5
2151,日用品,288.75
2152,家電,290.0
2153,食品,291.25
2154,飲料,292.5
2155,日用品,293.75
2156,家電,295.0
2157,食品,296.25
2158,飲料,297.5
2159,日用品,298.75
2160,家電,300.0
2161,食品,301.25
2162,飲料,302.5
2163,日用品,303.75
2164,家電,305.0
2165,食品,306.25
2166,飲料,307.5
2167,日用品,308.75
2168,家電,310.0
2169,食品,311.25
2170,飲料,312.5
2171,日用品,313.75
2172,家電,315.0
2173,食品,316.25
2174,飲料,317.5
2175,日用品,318.75
2176,家電,320.0
2177,食品,321.25
2178,飲料,322.5
2179,日用品,323.75
2180,家電,325.0
2181,食品,326.25
2182,飲料,327.5
2183,日用品,328.75
2184,家電,330.0
2185,食品,331.25
2186,飲料,332.5
2187,日用品,333.75
2188,家電,335.0
2189,食品,336.25
2190,飲料,337.5
2191,日用品,338.75
2192,家電,340.0
2193,食品,341.25
2194,飲料,342.5
2195,日用品,343.75
2196,家電,345.0
2197,食品,346.25
2198,飲料,347.5
2199,日用品,348.75
2200,家電,350.0
2201,食品,351.25
2202,飲料,352.5
2203,日用品,353.75
2204,家電,355.0
2205,食品,356.25
2206,飲料,357.5
2207,日用品,358.75
2208,家電,360.0
2209,食品,361.25
2210,飲料,362.5
2211,日用品,363.75
2212,家電,365.0
2213,食品,366.25
2214,飲料,367.5
2215,日用品,368.75
2216,家電,370.0
2217,食品,371.25
2218,飲料,372.5
2219,日用品,373.75
2220,家電,375.0
2221,食品,376.25
2222,飲料,377.5
2223,日用品,378.75
2224,家電,380.0
2225,食品,381.25
2226,飲料,382.5
2227,日用品,383.75
2228,家電,385.0
2229,食品,386.25
2230,飲料,387.5
2231,日用品,388.75
2232,家電,390.0
2233,食品,391.25
2234,飲料,392.5
2235,日用品,393.75
2236,家電,395.0
2237,食品,396.25
2238,飲料,397.5
2239,日用品,398.75
2240,家電,400.0
2241,食品,401.25
2242,飲料,402.5
2243,日用品,403.75
2244,家電,405.0
2245,食品,406.25
2246,飲料,407.5
2247,日用品,408.75
2248,家電,410.0
2249,食品,411.25
2250,飲料,412.5
2251,日用品,413.75
2252,家電,415.0
2253,食品,416.25
2254,飲料,417.5
2255,日用品,418.75
2256,家電,420.0
2257,食品,421.25
2258,飲料,422.5
2259,日用品,423.75
2260,家電,425.0
2261,食品,426.25
2262,飲料,427.5
2263,日用品,428.75
2264,家電,430.0
2265,食品,431.25
2266,飲料,432.5
2267,日用品,433.75
2268,家電,435.0
2269,食品,436.25
2270,飲料,437.5
2271,日用品,438.75
2272,家電,440.0
2273,食品,441.25
2274,飲料,442.5
2275,日用品,443.75
2276,家電,445.0
2277,食品,446.25
2278,飲料,447.5
2279,日用品,448.75
2280,家電,450.0
2281,食品,451.25
2282,飲料,452.5
2283,日用品,453.75
2284,家電,455.0
2285,食品,456.25
2286,飲料,457.5
2287,日用品,458.75
2288,家電,460.0
2289,食品,461.25
2290,飲料,462.5
2291,日用品,463.75
2292,家電,465.0
2293,食品,466.25
2294,飲料,467.5
2295,日用品,468.75
2296,家電,470.0
2297,食品,471.25
2298,飲料,472.5
2299,日用品,473.75
2300,家電,475.0
2301,食品,476.25
2302,飲料,477.5
2303,日用品,478.75
2304,家電,480.0
2305,食品,481.25
2306,飲料,482.5
2307,日用品,483.75
2308,家電,485.0
2309,食品,486.25
2310,飲料,487.5
2311,日用品,488.75
2312,家電,490.0
2313,食品,491.25
2314,飲料,492.5
2315,日用品,493.75
2316,家電,495.0
2317,食品,496.25
2318,飲料,497.5
2319,日用品,498.75
2320,家電,500.0
2321,食品,501.25
2322,飲料,502.5
2323,日用品,503.75
2324,家電,505.0
2325,食品,506.25
2326,飲料,507.5
2327,日用品,508.75
2328,家電,510.0
2329,食品,511.25
2330,飲料,512.5
2331,日用品,513.75
2332,家電,515.0
2333,食品,516.25
2334,飲料,517.5
2335,日用品,518.75
2336,家電,520.0
2337,食品,521.25
2338,飲料,522.5
2339,日用品,523.75
2340,家電,525.0
2341,食品,526.25
2342,飲料,527.5
2343,日用品,528.75
2344,家電,530.0
2345,食品,531.25
2346,飲料,532.5
2347,日用品,533.75
2348,家電,535.0
2349,食品,536.25
2350,飲料,537.5
2351,日用品,538.75
2352,家電,540.0
2353,食品,541.25
2354,飲料,542.5
2355,日用品,543.75
2356,家電,545.0
2357,食品,546.25
2358,飲料,547.5
2359,日用品,548.75
2360,家電,550.0
2361,食品,551.25
2362,飲料,552.5
2363,日用品,553.75
2364,家電,555.0
2365,食品,556.25
2366,飲料,557.5
2367,日用品,558.75
2368,家電,560.0
2369,食品,561.25
2370,飲料,562.5
2371,日用品,563.75
2372,家電,565.0
2373,食品,566.25
2374,飲料,567.5
2375,日用品,568.75
2376,家電,570.0
2377,食品,571.25
2378,飲料,572.5
2379,日用品,573.75
2380,家電,575.0
2381,食品,576.25
2382,飲料,577.5
2383,日用品,578.75
2384,家電,580.0
2385,食品,581.25
2386,飲料,582.5
2387,日用品,583.75
2388,家電,585.0
2389,食品,586.25
2390,飲料,587.5
2391,日用品,588.75
2392,家電,590.0
2393,食品,591.25
2394,飲料,592.5
2395,日用品,593.75
